Protein IDs,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha _day_1_1, Alpha _day_1_2
P29613;P29613-1,0.548929769,0.609754962,0.357608304,0.624428477
Q9VWE9;Q9V668,-0.755551295,-0.786372761,-0.767069147,-1.076706272
Q960Y8;Q9VEH0,-1.861552476,-1.38360466,-1.542710406,-1.616923373
P37276;P37276-2,-2.482049107,-2.451109676,-2.435573051,-2.481323872
O44226,1.432318067,0.96982279,0.918691534,1.039348991
P56538,0.10648233,-0.252140015,-0.006463303,-0.310360896
Q9VVT2-2;E1JI19;Q9VVT2,#VALUE!,#VALUE!,-0.690195172,#VALUE!
P17704,-1.110323988,-1.384922757,-1.012548151,-1.123622541
Q9W229,-1.232124895,-1.05355359,-0.844639337,-0.808083667
Q8SY77;Q8IRR0,1.161758721,1.250173332,1.277389699,1.041172879
Q9VY76;Q76NR0;Q76NQ9,-1.285987531,-0.940700105,-0.718212743,-1.036762645
P16914-2;P16914,-0.038999072,0.017494379,-0.148592749,0.130140135
Q9V4I1;Q9V4I0,0.08024833,0.375956902,0.435841916,0.148738913
P40423,-0.072528265,-0.287694769,-0.37433674,-0.381385447
Q9VVC5,-1.900018122,-1.788364747,-1.221555901,-1.430742247
Q868Z9-2;Q868Z9;Q868Z9-5;Q868Z9-6,-2.54801614,-2.224519559,-1.975283173,-2.589528635
Q9VEN1;Q7KSF4;Q9GQV1;A4V310,-2.711795018,-2.618384375,-2.724897571,-2.885020043
Q9VL50;Q9VL49,-0.523898324,0.301236441,0.065710164,0.377290365
Q9VG32;Q9VG31,-0.081491638,0.152378145,0.351854439,0.297250121
Q9VXM4,0.372506409,0.486868801,0.392427338,0.423094054
A1Z7B8,1.185295696,0.87034499,0.38835488,0.619929424
Q9VMP9,-1.224047661,-1.222262585,-1.867804856,-1.844924355
Q27237;Q27237-2;Q7KVH7,-0.669739922,-1.028557611,-0.784632028,-0.866699524
Q9VSC5,0.921664828,0.571434116,0.546264783,0.537146944
Q9VF24,-1.428216418,-1.750202751,-1.726185755,-1.83325885
Q9VLJ6,-1.987302616,-2.751465164,-1.119667111,-1.73063166
Q8IRJ9;Q9W0U0,-0.431773278,-0.149888691,0.008056555,-0.318631699
Q24319,-0.394505666,-0.349419235,-0.592288319,-0.407038332
Q9VCR9,-0.258269847,-0.005912722,-0.494759446,#VALUE!
Q9VGT0,0.611833365,1.015426204,0.876015907,0.787850334
Q9VQQ6,-0.137330411,-0.5071111,-0.562218304,-0.49410907
Q95029-2;Q95029,-1.988103668,-2.465619605,-1.620600837,-2.237523612
Q7K161,-0.394847061,0.027295624,-0.884194329,-0.121847535
Q9VFQ9,-1.970412834,-1.830741998,-1.630795975,-1.868911035
Q9U969-3;Q9U969;E1JJF4;Q9U969-2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9VAN0,1.257915791,1.314638527,1.498046578,1.408440141
Q8IRG7;Q8SZU6,#VALUE!,1.22595354,0.974309037,1.016353684
Q9VSL4,0.31103803,0.217727042,0.347552277,0.612494048
Q9I7R1;Q4LDP7;E1JHY0;Q0E8F4;Q0E8F5,1.271545198,1.366476094,1.529171275,1.495285829
Q8I725,-1.598719055,-1.419468562,-1.749571959,-1.665157169
Q9V396,-1.383454097,-1.341390902,-1.413038348,-1.089298034
O76268;Q9VQI8;Q8IPZ6,-0.359934417,-0.091018051,0.035483152,0.108491003
Q9VZZ6,0.858856296,1.345396375,1.113167057,0.832768519
Q9VG16;Q9V3D8,-2.779422393,-2.358527957,-2.309502447,-3.011704325
Q95SI7,0.104202449,0.098150021,0.064882852,0.029841557
Q7KUC2,0.768840668,0.893905789,0.506297265,0.500802053
P05303;A4V3Q6,-2.094310226,-1.935448206,-1.907738428,-1.988790639
Q7JRI6;A1ZB79;A1ZB78;A1ZB82,#VALUE!,0.715717689,0.458487,0.673737315
Q9W1Y0,0.16117825,-0.124738929,-0.158622594,0.09423607
Q9VPR2,-1.642999844,-2.135047264,-2.105876837,-2.119479028
Q9VZI3,-0.923276738,-1.514696838,-1.659540276,-1.447721309
Q8IRG3;Q9W058,0.631430278,0.414893223,0.713695815,0.753005428
P54399;P54399-2,-0.147361883,-0.323227105,-0.444144588,-0.549641237
A1Z8H1,1.072586047,0.900876466,0.900180912,0.795185099
O61380;A8DZ29,-2.359712254,-2.815529263,-2.961957207,-3.411548476
Q6NP72,0.131457785,0.254473108,0.248170473,0.595790071
Q9W3K9,-0.121156972,0.093560176,0.047119549,0.180529813
Q9VVU2,-0.219135609,-0.379132116,-0.090695392,-0.181247585
P46150-2;P46150,-0.278846113,-0.225565027,-0.332316746,-0.281105785
Q9XZ53,-1.315773719,0.031818626,-1.162137471,-1.158203959
Q9VNL0;A8JQU3,-1.625444561,-1.86575277,-1.880710232,-1.717382279
Q9VDZ8;Q9VDZ7;Q95U00,0.594739622,0.666029381,0.536351358,0.549718451
P53997,-0.786298116,-0.742554828,-0.971940124,-0.924700136
Q9VYV3,-1.221387694,-1.218094789,-1.541030118,-1.630304602
Q08473-2;Q08473-3;Q08473,0.347438889,0.138159145,0.123401336,0.381283373
Q9VA83,2.221444053,2.084948665,1.54823932,1.495746321
O97477,0.080930488,0.173894961,0.331131922,0.553360503
Q7KW39-2;Q7KW39,0.348685669,0.50548448,0.549521321,0.362441834
Q9VZ24,0.754459974,0.485735943,0.663025756,0.568907674
Q9Y136;Q9VAS0,0.687687811,0.261951979,0.571919463,0.102456577
Q9VZ64,-0.13656896,0.544188607,-0.065989332,-0.028822512
P29413,-0.255012283,-0.668317711,-0.60526637,-0.703877425
Q0E9B6,-1.228570749,-1.065823218,-0.911017189,-1.148992607
Q7KNS3;Q7KNS3-2,-1.35280524,-1.288734181,-1.336646271,-1.051548662
A1Z8N1;A1Z8N1-2;Q8MKK4-2;Q8MKK4,0.972030884,0.966208952,1.491083454,1.326307235
P52029,-0.274494405,-0.229737574,-0.171254697,-0.066699309
P15330;P15330-2;E1JHK3,-1.460091803,-1.655853252,-2.26867771,-1.482008807
Q9VH72,-0.35812108,-0.122035928,-0.000404011,-0.032536242
Q8IPA2;Q9VKE5,2.910003456,2.887408291,3.370024748,3.613649515
Q9VGA0,#VALUE!,0.927896454,1.184407259,1.034779158
P15348,-2.472569286,-2.430042344,-1.626201472,-1.897220949
Q9VPH7,-0.99585101,-1.435690126,-1.121706257,-1.329449682
Q9VMC6,0.25592366,0.31973353,0.781149852,0.952557223
Q9V8M5;Q9V8M5-2,0.4760187,0.343919426,0.523361219,0.514198023
Q00748;E1JH49;Q00449,-1.410888509,-0.982648158,-1.349529523,-1.300910388
P55828,-1.349566288,-1.424920068,-1.390169407,-1.14369151
Q9VW12,1.162145571,1.083383588,0.862907586,0.697506959
Q9V895;B7YZR7;Q9V895-2;E1JGK5,-0.525164237,-1.161040168,-0.959345993,-0.651631591
Q9VV47,0.376512661,0.316145742,0.676628488,0.443394475
Q9V784,-0.266246533,-0.255150021,-0.857861076,0.250719083
P36872-2;P36872,-1.53449563,-1.415922624,-1.610124859,-1.481162758
Q9W3F6;A8JV22;A8JV24,-2.058052362,-1.733219455,-1.812992433,-1.795058009
Q0KIA8;Q9VI16,-0.421534617,-0.373364623,-0.166842732,-0.492788897
Q9VB82,-0.908956932,-1.186229068,-0.936994148,-1.142703701
Q7K173;A1ZBH0;A1ZBG9,-0.591875117,-0.288646066,-0.645660687,-0.300235177
Q9VA73-2;Q9VA73-3;Q9VA73,1.277925253,1.522809049,1.596124144,1.615651705
P35220,-1.933903919,-1.704911783,-0.831768755,-1.668317711
A1Z992,1.042013896,1.220701417,1.451857294,1.252355101
P29327;Q95TP9;P29327-2,-1.454901463,-1.384508368,-1.282544007,-1.277533976
Q9VSK4,-0.419815916,-0.21594837,-0.1490246,-0.076508493
Q9XYM0;Q95RW2,-0.205713072,-0.496122119,-0.676756767,-0.709787946
Q5BIA9,-0.635046634,-0.505021247,-0.403503694,-0.558006674
Q9VXE7,#VALUE!,0.020199923,#VALUE!,0.332965663
Q9W299;Q8MLU2,-0.52387758,-0.223003292,-0.314965884,-0.421998438
Q9VJD4,-0.144632151,-0.472709423,-0.453715458,-0.718378893
Q9V3U6,-1.212835036,-1.253670033,-1.538429533,-1.346811545
A1Z934,-0.051548662,-0.227050219,-0.330320086,-0.21380514
Q7YTY6,0.972619139,0.593210331,0.475811237,0.541613956
Q9VXI1,0.736041974,0.87915681,1.119090524,1.136388283
Q07152;A4V488;Q07152-2,-1.857155289,-1.800324515,-1.660360895,-1.816037165
Q9VT60;Q7KUD4,-1.884274217,-1.51206095,-2.074912045,-1.899964279
Q8MPN5;Q8MPN7,-0.175680195,-0.337703338,-0.146179961,-0.233125019
Q8IPP8,0.734221866,0.901726133,0.660198462,0.728399459
Q9VLC5,2.211386062,2.366811773,2.235420723,2.431676441
P41042,-1.060758375,-1.019696793,-0.956179575,-0.859875776
Q7K3D4,-0.619204069,-0.822707245,-0.360601114,-0.446580512
Q9VDT1,-0.321405213,-0.528677253,-0.05626617,-0.195797717
P13469,-0.916180742,-0.830100647,-0.778234257,-0.910908681
Q9VH39,0.551392968,0.46550437,0.715278392,0.501821265
Q7K738,0.553753689,-0.528906207,-0.1495846,-0.311452579
Q7K2E1,-0.844457992,-0.500421953,-0.738842318,-1.034101228
Q9Y112;Q9VZK8,0.788602195,0.769771739,0.704252269,0.694479079
Q7JYW9,0.230817842,0.467070757,1.036327492,0.710789906
Q9VHI8;Q8INP8;Q8INP9,-1.059404734,-0.844872529,-0.851130956,-0.969875839
P50887;REV__P50887,-0.790858602,-0.856031969,-0.827384478,-0.823472966
Q7K110,-1.394676353,-1.068604376,-1.019345829,-1.215713799
Q95083,-1.012315322,-1.174328328,-1.108767481,-0.997031105
Q8MKK2;Q94521,-0.165272606,-1.092678584,-0.508506019,-1.260393807
Q9VK12,1.855591108,1.491134776,1.825785627,1.769052328
P91622;A8DY78,-0.843059805,-0.568066874,-0.356734859,-0.686800594
Q95RE4,0.268314613,0.046700587,-0.107026185,0.010923027
P05130-2;A8DYG9;P05130,-2.14630769,-2.165596204,-1.076584559,-2.041149903
Q7KMM4,-1.487216879,-1.11023055,-1.112817898,-0.989449292
Q9VA70;A4V3N7,#VALUE!,-1.116754568,-1.339710249,-1.286444943
O61231,-2.274110547,-2.070421068,-2.036348324,-1.964207199
Q9XYZ9,0.431783399,0.387913924,0.540523296,0.63747114
Q7KMQ0,-2.555544954,-2.883848203,-2.486165676,-2.482936002
P41093,-1.092370934,-1.147521676,-1.051638376,-1.085802894
Q9W3N9,-1.001934508,-1.022009438,-1.134825483,-1.092493986
A1Z944;A1Z942;A1Z943;Q0E9A1;E1JH47;Q7JQK6;Q961I1;Q1RL13,-0.364143475,-0.314876152,-1.155855419,-0.764052418
Q9VHA2;Q9VHA1,0.007051943,-0.202903992,-0.035771433,-0.439343733
Q9VK59,-1.60669364,-1.492971618,-1.371235735,-1.543551284
Q9V419,-0.104883545,0.046840254,0.338567037,0.16066208
Q9VAJ9,0.614851162,1.02112434,0.833497337,0.898169648
Q9VSU6,0.089769309,0.004321606,-0.041951722,0.052972275
Q3YMU0,-0.871073167,-0.961957207,-1.265309887,-1.099030819
Q9VL18;Q9VL18-2,-0.311363065,-0.398132367,-0.387298371,-0.305485262
Q9XZ01,0.238542314,0.414568547,0.110897723,0.096396804
P41094,-0.964545001,-0.937850651,-0.973015854,-1.002050083
E1JIZ2;E1JIZ0;E1JIZ1;Q7KRY7-2;Q7KRY7-9;Q7KRY7;Q7KRY7-7;Q7KRY7-5;Q7KRY7-8;Q7KRY7-3;Q7KRY7-6;Q7KRY7-4,-1.868068155,-1.282754599,-1.326696861,-1.152355795
Q9VB10,-0.718829969,-0.568387737,-0.815910173,-0.746470534
Q9W414;Q9VTQ9,-1.686220131,-1.41157918,-1.781305613,-1.42705214
Q8I941,0.149259365,-0.094941829,0.93364817,0.572501665
P13060;P13060-3;A4V101,-3.308001389,-3.070239295,-3.27956392,-3.127210632
Q9W334,-0.820514428,-0.970469372,-0.88179977,-0.713142503
Q9W237,-1.282017662,-1.283562153,-1.243728175,-1.126864023
P18459-2;P18459,-1.081094794,-0.962884903,-1.320702325,-1.437799102
O77430,-1.035904541,-0.789411641,-0.702491607,-0.656444362
Q9V3V9,-0.876439742,-0.714609619,-0.852615144,-0.712527705
Q9VHE5,-1.436548966,-1.44559779,-1.605946892,-1.367955187
Q9V674,0.012068023,0.492827388,0.368712484,0.37717929
P48810;E1JIK0;P48810-2,0.927213808,0.851838973,0.755229434,0.751549415
Q9VSH7,#VALUE!,-0.663236746,-0.094957237,-0.495633849
Q7JXZ2,-0.56984321,-0.52097644,-0.640208982,-0.80233587
P41126,-1.396460293,-1.374299338,-1.103332893,-1.169257909
Q26459;Q9VRM5;Q8IQ63,-0.418253482,-0.678672191,-0.354113924,-0.118100497
Q9V3V2,1.096059403,0.716508087,0.762051103,0.683651545
Q9VIG0,-0.230194415,-0.449710025,-0.216819967,-0.825312357
Q9VE00,#VALUE!,0.814837498,1.036468167,1.090379227
Q27580,-1.199421022,-1.105535316,-1.16575803,-1.174100427
Q9VKM7,-0.842826906,-0.577874667,-0.665271561,-0.75616034
A1Z6Z3;A1Z6Z4;Q7JR61;A4UZ69;Q8T0K8,-1.382325375,-1.672358619,-1.760088766,-1.530739153
P25161,-1.904548119,-1.616127086,-1.547046176,-1.545908354
Q9Y119,-0.654194891,-0.446796801,-0.333825147,-0.343897249
Q9U1M2;A4V3W8,-0.24990807,#VALUE!,#VALUE!,#VALUE!
P48605;A4V303,-2.900987639,-2.8357801,-3.373985207,-3.258563216
Q8IMV6;Q9VC33;Q7K1P7,-0.685570289,-0.68253384,-0.769649404,-0.67915722
Q9V9V4,0.245130531,0.378067649,0.386259141,0.082021269
Q9VQ61;Q8T0M9;Q8IPY3,1.284395681,1.389952213,1.413431608,1.415109632
P00967;Q59DZ6;P00967-2,-1.107710015,-0.853318713,-0.859849593,-0.850584535
Q7KN90,-1.745696218,-1.789760775,-1.793206764,-1.687427757
Q9VMD9,-0.201012194,-0.301532573,-0.455198116,-0.393159842
Q8T0N5,-0.678626006,-2.432220936,-1.94036784,-1.261534783
Q24276,-1.617410209,-1.964319791,-1.957187591,-1.641603738
Q9VA42;Q8IMH5,-1.252329031,-1.63518107,-1.240861214,-1.233684712
Q9VLM5,-0.507787878,0.233029057,0.117163075,0.138552375
O96827,0.055056793,0.033511102,-0.115769393,-0.09149449
Q9VQ62,-0.263057489,-0.122287156,-0.045371877,-0.256872847
Q9VCW6,0.5922537,0.473631077,0.698663,0.600840628
Q9VQF7,0.197739606,0.127765328,-0.077147568,0.167614841
Q9W0X2,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Q9W4K0,0.538836108,0.589955195,0.63784206,0.485323774
Q7JVI3,-1.613608406,-1.823830442,-2.057932213,-1.67291053
Q7KK90,-2.60094925,-2.43448081,-2.539016352,-3.329145165
A1Z6V5,-0.223205369,-0.472108933,-0.277376599,-0.527200328
O18640,-1.549451196,-1.593180369,-1.507869933,-1.582814485
Q7K550,-0.247285657,-0.38716629,-0.261379142,-0.506209223
Q9VZL3,-0.83665585,-0.530364043,-0.300554974,-0.377313242
Q9VK85,-1.533451183,-1.659996118,-1.602832292,-1.556775289
Q9W373,-2.433155627,-2.587879692,-1.181902061,-1.989993624
Q9W5R8;Q6NL81,-1.300839298,-1.311470482,-1.193271756,-1.146499304
P49028,-0.207711011,-0.323371512,-0.341098474,-0.371795664
Q7JMV3;Q0KIF7,0.144176924,0.174406419,0.036186803,-0.103844424
Q8SZM2;Q8IP61,0.03562391,-0.127888335,0.027720258,0.133168933
P09180,-1.472769485,-1.488066487,-1.26465113,-1.385488025
Q9VXC9,2.966891849,3.854095415,#VALUE!,#VALUE!
P55841,-1.136093258,-1.180691513,-0.923030524,-1.079478021
Q94524,-0.165596204,-0.262071007,-0.269599155,-0.467932448
Q9W0A8,-0.436217081,-0.359749279,-0.183785337,-0.328760984
P20232,-1.431053424,-1.196872178,-0.766161012,-1.118946257
P81641;P08144,#VALUE!,0.375512141,#VALUE!,1.004105833
Q9V3G1,-0.682510686,-0.758574689,-0.645073978,-0.526930069
Q9VGH5;Q8INJ6,0.899407681,0.528171209,0.554048507,0.590530164
Q7KHE2;Q9GQ82,0.309292623,0.679063417,0.269152867,0.287354085
A1Z8Y3,0.644410078,0.387472834,0.622836666,0.696082866
Q9V597,-0.908902754,-0.967447724,-0.915146552,-0.793081765
Q86S05-3;E1JH02;Q86S05-2;Q86S05,-0.870202651,-1.102651134,-0.947138984,-1.024267108
Q9V3W7,-0.333806964,-0.197120244,0.012211084,-0.104945606
Q9VTU4,-2.991943445,-2.505615113,-2.292086538,-2.369370872
Q9VI64,-1.445165604,-1.46315135,-1.475093828,-1.216551727
Q9W2J5,-2.041625001,-2.386317485,-2.645841261,-2.808437349
Q5KTT4;Q0E996,-1.887419958,-2.138282789,-2.224452136,-1.925220574
P41572,-1.118914924,-0.956347529,-0.961058191,-0.945915607
Q9VN13,0.896543116,1.190741268,1.140255134,1.075943304
Q9VM19,0.89452677,1.075737982,1.112566698,1.187704414
Q7KRU8;Q8I0T0,2.251113109,2.431168285,1.901841958,1.910502426
Q9V6K1-2;Q9V6K1,-2.255942265,-2.370937195,-2.288064643,-2.010657503
Q9VFV1,0.729182941,0.368712484,0.126708602,0.368824212
P48611,-1.2187662,-1.513131199,-1.335153118,-1.151842803
Q9VHE4,0.565012181,0.656359073,#VALUE!,1.186500558
Q9VCJ8,-1.68952027,-1.587966432,-1.582598419,-1.293818698
Q8SY61,1.158660175,0.812785709,1.325846898,1.350723534
P05389,0.468426919,0.042924445,-0.104418174,-0.055141554
Q76NQ0,0.374622206,0.47736648,0.449534963,0.542406646
Q86BS7;Q7KVP4;E1JGQ5,-2.891964051,-2.625133007,-2.544056046,-2.558856518
Q7KT11;Q9VIJ0;Q8SZU0;Q7KT12,0.691802133,0.56832402,0.770448505,0.615133758
P08761-2;P08761;Q7KUM8;Q7KUN2,-0.635853436,#VALUE!,-0.72616189,-0.214759154
A1Z6L9,-1.350191428,-1.536586796,-1.483097314,-1.163623387
Q9VKX2,0.737513714,0.51903861,0.540126488,0.59062597
Q9VP61;Q59E09;Q9VP61-2,-1.070602863,-0.929363374,-0.788813323,-0.558814014
P33438,1.499373945,1.000865357,1.010565029,0.700350934
Q9W303,-0.895207118,-1.142544441,-0.956991533,-0.960328153
P08645,-0.362565957,-0.082484225,-0.425075022,-0.091602095
Q9VJY6,-1.020223399,-1.038272964,-0.758403845,-0.783116813
A1Z8D3;A1Z8D2,0.103128316,0.25761413,0.518635847,0.624522058
Q7K3Z3,0.932136782,0.469156632,0.556699167,0.50548448
Q9VYU9,-0.082805053,-0.621910149,-0.333388821,-0.628853793
Q9VD30,-0.169371473,0.09963185,0.595885528,0.088548697
Q9VRD4,-0.145796843,-0.316995307,-0.461422107,-0.622909576
B7Z0E0;Q7KUB0;Q8IQA7;Q9VSI6;Q7KUB1,-0.207144648,-0.158300556,-0.257303876,-0.061224923
Q94899,-1.595532803,-1.835419652,-1.749863059,-1.341537139
Q7JR58,-0.036096831,-0.056866324,0.034356597,-0.010279671
Q9VQC0,-0.697897406,-0.507008586,-0.557199786,-0.355313057
Q9W1B9,-1.93577934,-1.712031328,-1.584414381,-1.376208037
A5XCL5,0.866551957,1.092072095,1.249627373,1.29130886
P48149;E1JJM9;Q7KR04,-1.551183605,-1.541198058,-1.297041096,-1.49895327
B7Z107,1.454702328,1.196669988,1.324176946,1.215864939
Q9VMH8,-0.365815669,-0.822145975,-0.830100647,-1.054841805
Q9VDH5,-0.999509567,-0.987960591,-0.931590583,-1.129071137
Q9VBU7,-1.715154251,-1.603621273,-1.565160971,-1.818426702
P55830,-1.343549394,-1.326045646,-1.315055621,-1.246532381
P14130,-1.048889701,-0.83069068,-0.937408521,-0.921991414
Q9VEP6,-0.509984464,-0.463648642,-0.384659041,-0.487924851
Q0E980,0.085288675,0.286526343,0.07299756,0.141563582
Q8SY69,#VALUE!,0.68688146,0.470094293,0.382611923
Q95U34,-0.659084577,-0.031946122,0.415217825,1.1141671
P17336;Q9VLI6,-1.12689553,-1.137330411,-1.056761279,-1.052356283
Q9U915,0.363787841,0.067501049,0.243059706,0.254473108
P84029;P04657;CON__P62894,2.494261988,2.105912698,2.283655131,2.267056318
Q7K511,1.655855539,1.872198366,2.14574266,2.271694588
P41375,-1.092063349,-0.856058083,-0.864255012,-0.921554117
O97059;Q9V3L8;O97061;Q9W471,-0.938928908,-0.958196312,-0.767462031,-0.645073978
Q8MMC4-2;Q8MMC4,-0.382682708,-0.68940394,-0.557072424,-0.777492168
P26686-2,0.046979908,-0.004146488,-0.001125741,-0.123009682
Q9VL69,-0.186540983,0.12498977,0.13553487,0.162081103
Q7KSW3;Q9VHZ5,0.228726355,0.167871708,0.419538892,0.39154778
P39018;E2QD65,-1.142703701,-1.053044613,-1.121015762,-1.175826859
Q9VT33,-0.044508638,0.064193062,0.239886801,0.044603951
Q0E8N9;Q9VIH7;Q8MT51;Q9VIH6,-0.820896656,-0.90803619,-1.719328691,-1.142799266
P00334,1.590098958,1.589571754,1.926796477,2.0223323
A1Z7G2,0.536948088,0.171591153,-0.176283243,-0.364867854
Q9VDC0,-0.125793214,0.070251922,-0.0781524,-0.285811642
Q9V3J4,-0.459179169,-0.604608106,-0.792107148,-0.81593557
P08736,-1.458544634,-1.302582006,-1.561111029,-1.394410849
Q9VRP2;Q8IQ61,-1.852875685,-1.884220958,-2.164819691,-1.808437349
Q9VBU9,-1.144775692,-1.117192639,-0.894992475,-0.822630696
P48588,-0.127336692,-0.111726282,-0.110682222,-0.186754437
O76927-2;O76927,-0.770953574,-1.332280418,-1.082988416,-1.134698767
Q960D3;Q9VBX3;D2A6L8,-1.040348529,-1.180429907,-1.075945734,-1.133052469
Q0E8X6;Q9W1Q8,-1.808134188,-1.156048306,-1.086660565,-1.367210647
A1ZBM2,-1.760235373,-1.485599961,-1.658219147,-1.29927621
Q7KN75,-3.005898236,-2.93743615,-2.831666046,-2.68121463
Q9VY92,0.234133396,0.109828565,-0.020940477,-0.15293313
Q9VKV1;Q8IPB7,-0.070193856,0.067638717,0.339137385,0.302991616
Q7KT38;Q9VJ30,-1.20240591,-0.843758729,-0.603708964,-1.186032104
Q9VGS2,-0.844250767,-0.769329693,-0.980426173,-1.025000879
Q0KI25;Q9VCP4,-0.927057302,-0.956823504,-0.963841337,-1.058412871
P32234,-2.080942191,-2.23908928,-2.395397255,-1.95120582
Q9W2S2;Q9VEG5,1.025808419,0.864017717,0.279292991,0.825704232
P08570,-0.591157732,-1.075672038,-1.243454886,-1.083783255
Q9VCU1,0.136585153,-0.276624927,-0.453735217,-0.660497711
Q9VFC8-2;Q9VFC8,-0.470948696,-0.288505093,-0.033569533,-0.052999712
A1ZAX1,-2.312150973,-2.28208783,-1.93876297,-2.173840012
Q94518,0.262914176,-0.142464817,-0.34131779,-0.139537714
Q9W5N0;Q9W5N0-2,0.398897571,0.170566057,-0.04074916,0.146264195
P38979-2;P38979,-0.322559412,-0.566015041,-0.489402597,-0.767633951
Q9VES8,-0.168771307,-0.452333018,-0.390585425,-0.576217473
O97418,0.860843644,0.588996402,0.440314402,0.891341411
Q9VUX1,-0.544013976,-0.496162816,-0.741010806,-0.237982925
Q9VF87,-1.683020169,-2.30315151,-2.695255342,-2.101907764
Q0E940;E2QCG7,-1.035017384,-0.676503106,-0.96434794,-0.88172002
Q9VD14,-1.812282919,-1.415691669,-1.882517721,-1.627315299
Q7JQR3,-1.351442522,-1.469889294,#VALUE!,-0.7898356
Q9VBN5,-0.270730032,-0.348188259,-0.188265938,-0.167685154
Q9VXZ8,-2.592745154,-1.712456783,-1.8358316,-1.850532506
Q9V9M7,-1.072968285,-0.992632247,-0.877446544,-1.088960414
Q9VNE9,-1.828588186,-1.459060172,-1.371571667,-1.400720298
Q9VGZ3,-2.29074466,-2.001501184,-2.189943586,-2.510539272
Q9VVL5,-0.769206746,-0.648032519,-0.831280954,-0.654808035
Q9W3Y3,-0.692664743,-0.94125405,-0.659927732,-0.780834578
Q9GU68,-0.786099078,-0.784582323,-0.910339148,-0.733747168
Q9VQB4,1.328089653,1.363227157,1.20739313,1.182310918
Q9VI04,-1.071451542,-1.253188504,-1.752534223,-1.440733358
A1ZB71,2.42886597,2.444693567,2.183867583,1.992913418
Q9VAS7,-0.749911582,-0.303044711,-0.112708699,-0.459516379
Q9W3H4,0.867422075,0.800661803,0.677801374,1.163369914
Q9VS34,-1.990394843,-1.666759477,-1.581691294,-1.600292952
Q24154,-0.011587974,-0.341482298,-0.246019009,-0.155967933
Q9VTP4;Q8IGE1,-1.051458955,-1.064736397,-1.014091592,-1.132135157
Q9VYR1;Q76NR6,0.046560906,-0.312885548,-0.853501176,-0.862444016
Q5U156;Q95RL2,0.766383141,#VALUE!,#VALUE!,#VALUE!
Q9NJH0,-1.467573315,-1.297111998,-1.48092112,-1.42155394
Q9VJ19,-0.84236122,-0.901310956,-1.133052469,-0.997981639
Q9VNF8,-2.3957009,-2.203568369,-2.190470309,-1.565203662
Q9W2J4,-0.480176327,0.170566057,-0.139966863,-0.244531262
Q960W6,-1.026058164,-0.919724377,-0.889690216,-0.915119346
Q9VLS9,-0.243045048,-0.299240705,-0.306555418,-0.056626233
P50882,-1.254495885,-1.322397047,-1.372281112,-1.614226622
Q9XTL9;A4UZZ4,-0.011544345,0.074094354,0.210264166,0.207767938
O16797;O16797-4;O16797-2;O16797-3,-2.358601947,-2.044062338,-2.213370185,-2.147138202
Q8SZN1,0.868844774,0.737773277,0.658462861,0.851359274
Q9W1G0,0.414785006,0.537146944,0.500802053,0.565402204
Q9VIB5;Q8INT2;Q9VCL6;Q8IMY6,-0.654081374,-0.685964801,-0.59614332,-0.576282003
Q8IR95,#VALUE!,-1.034248955,#VALUE!,#VALUE!
Q8MSV2-3;Q8MSV2-4;E1JID7;Q8MSV2;Q8MSV2-2,-1.626825109,-0.896361371,-0.805559884,-1.240724834
Q8ML70-1;Q8ML70,3.008307599,#VALUE!,3.574707046,3.486971744
P12613;A4V391,-2.471448684,-2.193436716,-2.233515085,-2.446383914
Q9VL11,0.176833371,#VALUE!,#VALUE!,-0.331390678
Q9VWG3,0.107420059,-0.239600192,-0.233277641,-0.218027665
Q9VEA1,0.046979908,0.072860402,-0.165822765,-0.400320388
Q9VTK9,0.329181016,0.345850517,0.278460609,0.325156118
P19889,-1.392364311,-1.2826493,-1.43701764,-1.345601123
Q9VMT5,-0.602197038,-0.067621289,0.182056609,0.086104371
A1ZB69,1.434027675,1.528971317,0.799584701,1.227124934
Q7JZN0,0.019061365,-0.046459101,-0.121188354,0.157690514
Q9VF53,#VALUE!,#VALUE!,#VALUE!,#VALUE!
